,Padj_maxP_GM_BIO_1949634_10x_vs_GM_DMSO,dPSI_GM_BIO_1949634_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_1949634_3x_vs_GM_DMSO,dPSI_GM_BIO_1949634_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2178782_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2178782_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2178782_10x_vs_GM_DMSO,dPSI_GM_BIO_2178782_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2178782_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2178782_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2178782_3x_vs_GM_DMSO,dPSI_GM_BIO_2178782_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2186827_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2186827_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2186827_10x_vs_GM_DMSO,dPSI_GM_BIO_2186827_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2186827_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2186827_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2186827_3x_vs_GM_DMSO,dPSI_GM_BIO_2186827_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196772_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2196772_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2196772_10x_vs_GM_DMSO,dPSI_GM_BIO_2196772_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196772_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2196772_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2196772_3x_vs_GM_DMSO,dPSI_GM_BIO_2196772_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196895_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2196895_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2196895_10x_vs_GM_DMSO,dPSI_GM_BIO_2196895_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196895_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2196895_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2196895_3x_vs_GM_DMSO,dPSI_GM_BIO_2196895_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2197306_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2197306_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2197306_10x_vs_GM_DMSO,dPSI_GM_BIO_2197306_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2197306_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2197306_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2197306_3x_vs_GM_DMSO,dPSI_GM_BIO_2197306_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2199562_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2199562_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2199562_10x_vs_GM_DMSO,dPSI_GM_BIO_2199562_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2199562_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2199562_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2199562_3x_vs_GM_DMSO,dPSI_GM_BIO_2199562_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2201042_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2201042_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2201042_10x_vs_GM_DMSO,dPSI_GM_BIO_2201042_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2201042_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2201042_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2201042_3x_vs_GM_DMSO,dPSI_GM_BIO_2201042_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2204984_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2204984_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2204984_10x_vs_GM_DMSO,dPSI_GM_BIO_2204984_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2204984_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2204984_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2204984_3x_vs_GM_DMSO,dPSI_GM_BIO_2204984_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2206678_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2206678_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2206678_10x_vs_GM_DMSO,dPSI_GM_BIO_2206678_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2206678_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2206678_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2206678_3x_vs_GM_DMSO,dPSI_GM_BIO_2206678_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2207180_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2207180_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2207180_10x_vs_GM_DMSO,dPSI_GM_BIO_2207180_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2207180_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2207180_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2207180_3x_vs_GM_DMSO,dPSI_GM_BIO_2207180_3x_vs_GM_DMSO
MLLT10,NA,NA,NA,NA,4.35474536806104e-08,0.78569535886367,7.23594610942718e-08,0.818659036468799,1.16961811068584e-05,0.302989899297733,2.95572523499011e-06,0.306416371780063,1.93764787675781e-05,0.607985186386745,1.4426405779581e-05,0.640420203046051,NA,NA,NA,NA,1.68489129136485e-06,0.634874519171702,1.11116306188252e-06,0.667848525540654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.17158788783498e-06,0.440193115001904,1.94956063358027e-06,0.473363861281959,NA,NA,NA,NA,1.05922564881562e-08,0.898605152855276,4.96558833475223e-08,0.931583280005289,8.10350351950988e-05,0.319842243536694,2.84090280445868e-05,0.323400445135892,2.86846076545198e-06,0.415412530626099,1.02707354273095e-06,0.448380086136342,NA,NA,NA,NA,9.29340225345616e-06,0.419626053355507,3.98081135239296e-06,0.453295183110813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MMS19,NA,NA,NA,NA,0.00682190755461692,0.282503015260425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00415926243624893,0.275380402669235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.83143858587498e-06,0.560972082332479,0.0220145473309377,0.276703895562632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MMS22L,NA,NA,NA,NA,4.42688375081033e-05,0.525671508803763,3.68784293804017e-06,0.635151393540878,NA,NA,NA,NA,0.00204739434422134,0.44306199086795,0.000105928477017497,0.551595188404853,NA,NA,NA,NA,0.0032025427186666,0.401798846706456,0.000105411184672629,0.51162805820594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000340623443537554,0.348074573441128,NA,NA,NA,NA,1.04801668769752e-05,0.578432620716642,2.22174578274948e-06,0.688609862274431,NA,NA,NA,NA,NA,NA,0.000526018980023496,0.281697290179557,NA,NA,NA,NA,0.00137687151712814,0.363839138631228,4.60300421914412e-05,0.479157504548387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MON1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.466,0,0.41,0,0.414,0,0.35
MRPL39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.70261001809892e-12,0.49725897208416,6.26428285185925e-13,0.499399969981922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSL3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0430877108144968,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002611295261932,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0284001956065577,0.324,0.00647256259347629,0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MTMR3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.84307431259722e-05,0.411566163541622,6.0739136078322e-05,0.411526147399248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MYCBP2,NA,NA,NA,NA,0,0.374,0,0.443,NA,NA,NA,NA,0,0.386,0,0.455,NA,NA,NA,NA,0,0.329,0,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13490368416525e-13,0.366,NA,NA,NA,NA,0,0.391,0,0.46,2.39171255900687e-13,0.311,0,0.331,0,0.34,0,0.409,NA,NA,NA,NA,0,0.419,0,0.488,2.87509146924931e-11,0.307,3.2307156949784e-12,0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAPA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00375689919283083,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0426358804089229,0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0170606973939033,0.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NDUFAF2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0292179302971532,0.301265222825105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NELFA,NA,NA,NA,NA,0.023446158156181,0.285034284492838,0.00276700633341058,0.302957298549768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NGF,2.21544879279371e-07,0.557932602094686,0.00287584502050642,0.316605428815716,NA,NA,8.67543774790027e-08,0.664963626839337,NA,NA,6.424237382456e-06,0.398335381561679,NA,NA,3.12325550621326e-06,0.498815579234703,NA,NA,NA,NA,NA,NA,2.67665722821513e-07,0.62634767865206,NA,NA,0.0121321128621891,0.292267796879133,NA,NA,2.1219785682921e-06,0.467030260790302,NA,NA,NA,NA,NA,NA,8.82547309135282e-07,0.541154705646393,NA,NA,NA,NA,NA,NA,5.39169984457437e-07,0.61477857989202,NA,NA,0.000203498160446238,0.287788469227536,0.000233042598225721,0.267692099499653,0.000105929879370609,0.290520969809622,NA,NA,NA,NA,NA,NA,1.64279279985754e-05,0.482228557373436,NA,NA,NA,NA,2.36942165189892e-05,0.367159339910192,NA,NA,NA,NA,NA,NA,NA,NA,0.000755870837159923,0.323666452120544,NA,NA,NA,NA
NIPA1,NA,NA,NA,NA,NA,NA,0.000978234517352011,0.310150018502056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.56719133206444e-07,0.407150633581332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOP56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000816059723730373,0.254263960539553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00296368133436388,0.253313032312443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NPIPA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0294750218657854,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NT5C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29983062981243e-07,0.261533472248337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NUMA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0132829045402092,0.251335915798698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NUP58,NA,NA,NA,NA,0,0.535,0,0.531,6.9404741038959e-05,0.309901535355015,0.000246892847221999,0.30483338045269,1.13749668159811e-06,0.43801361333219,2.06322952771837e-06,0.435378282303532,NA,NA,NA,NA,1.75066420932314e-06,0.409444081217858,2.69020026389681e-06,0.406727163758976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.10561553670257e-05,0.428001335254448,1.53958045116997e-05,0.424861838028605,NA,NA,NA,NA,0,0.434,0,0.43,NA,NA,NA,NA,0,0.364,0,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000761645363071752,0.292191437955558,0.00215893134950543,0.28834050412686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCLN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0028077284756212,0.710853530134951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCLNP1,NA,NA,NA,NA,1,0.9066,1,0.9292,NA,NA,NA,NA,0.9999,0.7412,0.00342595213525318,0.740865085629454,NA,NA,NA,NA,1,0.8535,0.0249013867521115,0.859189016890066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9209,0.5295,0.9861,0.5752,NA,NA,NA,NA,1,0.9539,1,0.9709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ODR4,NA,NA,NA,NA,2.34724883186009e-05,0.475857914893598,4.56093174187293e-06,0.480669767083862,NA,NA,NA,NA,0.000151071732081216,0.285412470682472,2.93965913367477e-05,0.290044378869901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13470418345407e-05,0.5841426710857,2.69744874165945e-06,0.589045046366016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PCOTH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0223189174601677,0.449146216709906,0.0340733487111712,0.499020488165123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PDE7A,0.0417716128231389,0.391775711056322,NA,NA,0.000382125642663484,0.423,0,0.824,0.000984406906877352,0.503186234417788,0.000306163458685215,0.617740532302872,8.78352492758166e-06,0.439,0,0.841,0.000859268950725614,0.599654470532453,0.000495979566029644,0.713219271901359,3.55690556820274e-10,0.498,0,0.9,0.000226229264310798,0.509153462003494,5.3434649258639e-05,0.623956086404244,NA,NA,0.000198749062555667,0.670027007646535,NA,NA,NA,NA,0.00221800637554687,0.382,0,0.784,0.00496212466366326,0.403849163443961,0.0237412379338963,0.43309550188027,9.34958485286066e-09,0.489,0,0.891,1.22759349175759e-05,0.662722592585278,8.8520273703695e-06,0.77755553671489,0.0458069750638679,0.381931290659318,0.000405252638985341,0.830096370342152,NA,NA,0.0309262065321249,0.390980825874522,6.30173544925327e-10,0.501,0,0.903,0,0.731,0,0.786,NA,NA,0.00757880444641004,0.54875661411807,NA,NA,NA,NA,NA,NA,0.000101200098678523,0.719493443609017,0.000640254402514693,0.494923692762266,0.000144774836947559,0.609732104576477
PDXDC1,4.08714002748493e-07,0.417331733850713,NA,NA,5.08178205682689e-07,0.491687349956639,5.23881582414503e-09,0.90933432806146,1.38141093952391e-05,0.336406213563924,5.01486669800693e-07,0.430468607633158,1.22888439225142e-05,0.495107439510241,1.54817847144555e-07,0.911824723672954,2.97260672689695e-05,0.301213201578937,5.70942506384296e-07,0.39531384379082,2.50990886179526e-06,0.500735726526254,3.85787666839227e-08,0.918580290646535,NA,NA,0.000695995022597117,0.334166117437481,NA,NA,6.4876900895939e-06,0.399435878996957,NA,NA,NA,NA,0.000256398783393854,0.328112867075943,5.06831403428165e-08,0.745568461100621,NA,NA,NA,NA,2.33589627075356e-06,0.514986223017447,6.74460366223361e-08,0.932542198648711,7.94219216472298e-07,0.537789531951174,2.44156077436534e-07,0.631982118038721,NA,NA,7.88389492840475e-08,0.637343365995302,NA,NA,NA,NA,1.77372324628144e-05,0.428650058338003,6.05074639172902e-08,0.846189367477779,0.000362369934218908,0.396461766494629,2.17754146309918e-05,0.491119383722376,0.00286295240782984,0.251992358525083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PDXDC2P,1,0.7405,NA,NA,NA,NA,1,0.9578,0.9997,0.5614,1,0.7407,NA,NA,1,0.9694,0.9756,0.451,1,0.7152,NA,NA,1,0.9523,0.9455,0.4424,1,0.6632,NA,NA,1,0.7741,NA,NA,NA,NA,NA,NA,1,0.8524,NA,NA,1,0.5072,NA,NA,1,0.9742,1,0.6448,1,0.8518,NA,NA,1,0.8742,NA,NA,NA,NA,NA,NA,1,0.9698,1,0.6242,1,0.8334,NA,NA,0.9641,0.4066,NA,NA,NA,NA,NA,NA,1,0.574,NA,NA,NA,NA
PHB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0334025794145558,0.52935624355886,0.012284878505546,0.516278251339509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHEX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.987,0.5158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9997,0.5555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI16,NA,NA,NA,NA,0.9988,0.559,1,0.7381,NA,NA,NA,NA,0.997,0.5312,1,0.6827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9983,0.5553,1,0.7267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIN1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00944938411448255,0.273494560233531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PITPNB,NA,NA,NA,NA,8.91374807085575e-05,0.401514102073897,0.00327646402035004,0.327018923864406,NA,NA,NA,NA,0.000232970545041439,0.482243441655129,0.00319781812049331,0.423237287608838,NA,NA,NA,NA,3.07066688224548e-05,0.457379358917556,0.00188338485989371,0.396550075935766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32525142415546e-06,0.731601486973768,0.000187671307453033,0.699297727174094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000962785808916779,0.617778753344577,0.0023130729931372,0.628547462335366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLA2R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00824579826889318,0.4420044143143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMF1.BGLAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9749,0.4654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMS1,0.000620016046987221,0.30167652602251,NA,NA,NA,NA,0.00308311379437348,0.3896187898352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0015681019829848,0.353882443974832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNISR,NA,NA,NA,NA,5.45910828502174e-05,0.485053235509031,2.07425736407763e-05,0.509162018671626,0.00301117901288993,0.276272575436516,0.000792726883793101,0.290405570902685,6.11248927626713e-05,0.357257529086073,2.15241653982928e-05,0.381646773706792,NA,NA,NA,NA,8.07715449547518e-05,0.367967602654441,2.45129873533098e-05,0.392272158122612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0024616955289349,0.300340761608001,0.000794229983039759,0.324083359603968,NA,NA,NA,NA,9.27136673365773e-05,0.474625360052232,4.0600158854396e-05,0.498543759995604,NA,NA,0.00387239819940266,0.256250667630813,0.000130233956564017,0.484708051823814,5.80735005241793e-05,0.508532916214218,0.00462546301997849,0.319695586246933,0.00131582086057292,0.332954860612224,0.000461203180413479,0.254315970440937,0.000156889297939523,0.278641707282869,NA,NA,NA,NA,0.00122201683828466,0.320529251177716,0.000715105030952173,0.344684860740784,0.0233156713892945,0.305885086577705,0.0106278296494702,0.319882444819643,NA,NA,NA,NA,NA,NA,NA,NA
