,Padj_maxP_SH_BIO_1949634_10x_vs_SH_DMSO,dPSI_SH_BIO_1949634_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_1949634_3x_vs_SH_DMSO,dPSI_SH_BIO_1949634_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2178782_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2178782_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2178782_10x_vs_SH_DMSO,dPSI_SH_BIO_2178782_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2178782_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2178782_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2178782_3x_vs_SH_DMSO,dPSI_SH_BIO_2178782_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2196772_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2196772_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2196772_10x_vs_SH_DMSO,dPSI_SH_BIO_2196772_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2196772_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2196772_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2196772_3x_vs_SH_DMSO,dPSI_SH_BIO_2196772_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2196895_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2196895_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2196895_10x_vs_SH_DMSO,dPSI_SH_BIO_2196895_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2196895_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2196895_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2196895_3x_vs_SH_DMSO,dPSI_SH_BIO_2196895_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2197306_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2197306_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2197306_10x_vs_SH_DMSO,dPSI_SH_BIO_2197306_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2197306_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2197306_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2197306_3x_vs_SH_DMSO,dPSI_SH_BIO_2197306_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2199562_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2199562_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2199562_10x_vs_SH_DMSO,dPSI_SH_BIO_2199562_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2199562_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2199562_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2199562_3x_vs_SH_DMSO,dPSI_SH_BIO_2199562_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2204984_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2204984_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2204984_10x_vs_SH_DMSO,dPSI_SH_BIO_2204984_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2204984_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2204984_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2204984_3x_vs_SH_DMSO,dPSI_SH_BIO_2204984_3x_vs_SH_DMSO,Padj_maxP_SH_BIO_2207180_10x_vs_SH_BIO_1949634_10x,dPSI_SH_BIO_2207180_10x_vs_SH_BIO_1949634_10x,Padj_maxP_SH_BIO_2207180_10x_vs_SH_DMSO,dPSI_SH_BIO_2207180_10x_vs_SH_DMSO,Padj_maxP_SH_BIO_2207180_3x_vs_SH_BIO_1949634_3x,dPSI_SH_BIO_2207180_3x_vs_SH_BIO_1949634_3x,Padj_maxP_SH_BIO_2207180_3x_vs_SH_DMSO,dPSI_SH_BIO_2207180_3x_vs_SH_DMSO
NOSIP,2.03441400310273e-05,0.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00010281422857017,-0.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOX3,7.73677421283588e-06,0.392,NA,NA,NA,NA,1.13471695057872e-05,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.63633387613805e-05,0.412,NA,NA,1.0156862998633e-05,0.397,NA,NA,0.000102312762501858,0.383,NA,NA,1.74964302973411e-05,0.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000158246736657855,0.417,NA,NA,NA,NA,NA,NA,4.90846018831653e-07,0.509,NA,NA,NA,NA
NOX4,NA,NA,NA,NA,0.0109877403867959,0.39901047938661,NA,NA,0.00610010950419938,0.34376877848612,NA,NA,0.00160993846617106,0.332698055873371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NPHP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0249340141979504,0.323,NA,NA,NA,NA,0.0496765036099439,-0.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NPHP4,NA,NA,NA,NA,1.29508144539702e-05,0.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NPIPB4,NA,NA,NA,NA,NA,NA,4.8690460310472e-06,-0.897,NA,NA,NA,NA,NA,NA,0.00401423453225045,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0481163106664371,-0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NPL,0.000590587053187164,-0.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NR1H2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0474817324238022,0.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NR1H3,NA,NA,NA,NA,0.0471460080414018,-0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NR2F1.AS1,NA,NA,NA,NA,NA,NA,NA,NA,0.0411709268281382,0.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0081673624911476,0.344,0.0273632186045981,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00909672537617987,0.558,0.00138676535246248,0.509,NA,NA,NA,NA
NREP,NA,NA,NA,NA,NA,NA,NA,NA,9.44254645752777e-05,0.508,0.00537272650640136,0.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRF1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00966987104201183,0.36,NA,NA,NA,NA,NA,NA,0.00351246413827827,0.442,NA,NA,NA,NA,NA,NA,0.0154521988809187,0.377,NA,NA,NA,NA,NA,NA,0.0367546773138819,0.329,NA,NA,NA,NA,NA,NA,0.0217634017537839,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRG2,0.00508946044121159,-0.361,NA,NA,NA,NA,5.00705565328678e-06,-0.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0279266861274186,0.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRG3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0142229027983726,0.378,0.00019316024671589,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRK,0.0121115738365383,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199305827029294,-0.361,0.0148081733998587,0.432,0.0182647153451729,0.52,5.55398299574194e-09,0.607,NA,NA,NA,NA,NA,NA,0.0222476865065948,0.493,NA,NA,NA,NA,NA,NA,0.0102666053981566,0.546,NA,NA,NA,NA,NA,NA,0.00732153484182604,0.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0167193863640315,0.493,NA,NA,NA,NA
NRL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0376950028405097,-0.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0155405914719807,-0.312,NA,NA,NA,NA,NA,NA
NRSN2,NA,NA,NA,NA,NA,NA,0.00258305536032252,-0.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.11996419680471e-05,-0.575,NA,NA,NA,NA,NA,NA,0.0214648485731312,-0.419,NA,NA,0.000198860029797436,-0.516,NA,NA,NA,NA,NA,NA,0.000248573579256529,-0.55,NA,NA,NA,NA,NA,NA,NA,NA
NSMAF,NA,NA,NA,NA,NA,NA,0.00868488350574003,-0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSMF,NA,NA,NA,NA,NA,NA,0.000179566655179614,-0.432104547752818,NA,NA,NA,NA,NA,NA,0.000546259209113,-0.415081396978912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0104870638750733,-0.424583823104769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0431578060844081,0.465,NA,NA,NA,NA,NA,NA,NA,NA,0.0224622184375318,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSUN2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.08903473157965e-05,0.526,NA,NA,NA,NA,NA,NA
NSUN6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0305747432681446,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0077710533744064,0.391,NA,NA,NA,NA
NT5C2,0.0236865201024129,-0.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0376148334051353,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00177710533699378,-0.322,NA,NA,NA,NA,NA,NA
NTM,0.9971,-0.4384,NA,NA,NA,NA,0.9996,-0.453,NA,NA,NA,NA,NA,NA,0.9995,-0.4848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9954,-0.4367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NUCB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0323236687161593,-0.313
NUDCD3,0.00541755600167891,-0.599,NA,NA,0.0025135850354943,0.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0491538374203003,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.02980929746191e-05,-0.608,NA,NA,NA,NA,NA,NA,0.0143053536575125,-0.468,NA,NA,NA,NA,NA,NA,NA,NA
NUDT13,0.000716481069762042,-0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000896161159222178,-0.473,0.00795686088847076,0.468,NA,NA,NA,NA,0.0017632110458392,-0.467,NA,NA,NA,NA,NA,NA,0.0367144667592327,-0.347,NA,NA,0.0435419936129065,-0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.93220784980519e-06,-0.611,NA,NA,NA,NA
NUDT9,NA,NA,NA,NA,0.000263773964184461,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00795588647969169,0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0057595232842688,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NUMA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00445076889064959,-0.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00944872883453851,-0.399,NA,NA,0.0125068111694162,-0.303,0.026754625139578,-0.42,0.000159422823561768,-0.51,NA,NA,NA,NA,1.10363666490933e-05,-0.468,NA,NA,0.0181328307447636,0.369,0.0124513579607025,-0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0282995550562526,0.398,NA,NA
NUP214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00376867333306378,0.403,NA,NA,NA,NA,NA,NA,0.00621118907275373,0.462,NA,NA,NA,NA,NA,NA,NA,NA
NUP50,NA,NA,NA,NA,0.0283771751875955,0.343,0.0172229995165749,0.469,NA,NA,NA,NA,0.0019520410298256,0.328,7.01336899999182e-05,0.454,NA,NA,0.000121579318206411,0.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00310703562784071,0.415,8.2625283830791e-06,0.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NUP50.DT,0.00117694082446601,-0.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0278389917403844,-0.319830130424744,NA,NA,0.000246341481338318,-0.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NUP54,NA,NA,0.0370532375171417,-0.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000391677856778976,-0.386,3.36363736863047e-09,-0.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NUP58,NA,NA,NA,NA,0,-0.398,0,-0.403,2.73130636824857e-13,-0.35237413054538,2.70106101496015e-13,-0.347936425479267,7.31172160649982e-08,-0.335775461163557,7.12683628050247e-10,-0.348028768182816,0.00562229701608784,0.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9943759693072e-06,-0.263769068267428,1.35291048384651e-08,-0.275715970070065,0.0104453537943971,0.642,NA,NA,1.20355560027113e-07,-0.288922001307266,1.15716279294995e-09,-0.299759670628443,0.000923379769334855,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199590997150983,0.657,NA,NA
NUP62,NA,NA,NA,NA,0.0070274177772299,-0.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NUP62CL,NA,NA,NA,NA,0.0084399626740786,-0.278783148583449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OAZ2,NA,NA,NA,NA,NA,NA,NA,NA,0.0083445709478553,0.506,NA,NA,NA,NA,NA,NA,0.0393780397280289,0.545,NA,NA,NA,NA,NA,NA,1.51606628429238e-05,0.732,0.000570918104905416,0.343,NA,NA,NA,NA,0.0140332652872668,0.611,NA,NA,NA,NA,NA,NA,0.0225105478291703,0.564,NA,NA,NA,NA,NA,NA,0.0138205521707083,0.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OBSCN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9085,0.4574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCIAD2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0329839933293704,-0.348,NA,NA,NA,NA,NA,NA,0.00275029794093363,-0.39,0.00306225276512708,-0.33,NA,NA,NA,NA,0.00281456511438166,-0.5,0.0235884719700548,-0.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCLN,NA,NA,NA,NA,7.91502472696798e-05,0.448263023799643,6.43853941738344e-06,0.461535923693037,8.4223007679481e-08,-0.313273780981781,1.19032539073718e-07,-0.313302054415853,8.34564360966177e-08,0.460740651615396,4.36815346984955e-09,0.470903786562098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0154822726057021,0.299727849532832,0.00126232041434313,0.310187572096727,NA,NA,NA,NA,0.00463457046560102,0.37381141325728,0.000559328914525605,0.383798484071049,1.89473063845253e-06,-0.33489688519598,2.86699290956589e-06,-0.334903160231573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCLNP1,NA,NA,NA,NA,0.0155370627794943,0.586940102976002,0.00172712881780352,0.602046763086547,5.52843516452697e-08,-0.339368747182494,8.0452476497209e-08,-0.339351144434319,1.35278490057169e-07,0.483204936387459,8.24589281749317e-09,0.495288397429861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0195300415376168,0.317420092804717,0.00155425643648299,0.330144578978021,NA,NA,NA,NA,0.00382480392576903,0.409625017859141,0.000433414855156634,0.420473855493325,1.26497462672936e-06,-0.378301863228015,1.80404792991865e-06,-0.378343867081838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ODF3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041190817898202,-0.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OGFOD1,0.0182124361741192,-0.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00379178507263414,0.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OGFOD2,0.000315729527834936,-0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.531013779897e-05,0.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000229894924112734,0.395,NA,NA,0.000628289813074516,-0.398,NA,NA,NA,NA,0.000109925748500366,-0.365,NA,NA,NA,NA,2.64759505780378e-05,-0.413,2.01568151681707e-05,-0.508,NA,NA,NA,NA
OGFOD3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0476378475243805,-0.485,NA,NA,NA,NA,NA,NA,0.0429064854937413,-0.609,NA,NA,NA,NA,NA,NA,NA,NA,0.000386801596486179,-0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OGG1,0.00312071369163592,0.303,0.00850329211284729,0.331,NA,NA,NA,NA,NA,NA,0.0139129649868916,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00050818851164693,0.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00310932839905523,0.378,NA,NA,0.00318157949354304,0.494,NA,NA,0.0308217585198086,0.355
OPRM1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0437417835379514,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OPTN,NA,NA,0.0146337503958659,-0.351,NA,NA,0.0321970857271764,-0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012071322333717,-0.325,NA,NA,0.0159196981083275,-0.338,NA,NA,0.0056319455252256,-0.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00120641938985839,-0.594,NA,NA,NA,NA
ORC4,0.00102248810315921,0.499,NA,NA,0.0434152251741978,0.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0174196453692084,-0.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OSBPL2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32788561795326e-07,-0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OSBPL9,0.0119688240217097,-0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000962594875373363,0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0027859577530588,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P2RX4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00423683029461514,0.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P4HA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000975553391575397,-0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000508608232458141,-0.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAAF1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0257357282616761,-0.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
