,U1-mut1-100-CHX_vs_DMSO,U1-mut1-100-CHX_vs_DMSO-CHX,U1-mut1-100-CHX_vs_mut1-100,U1-mut1-100-EtOH_vs_DMSO,U1-mut1-100-CHX_vs_WT_EtOH,U1-mut1-100-CHX_vs_WT_CHX,U1-mut1-100-EtOH_vs_WT_EtOH,U1-mut1-500-CHX_vs_DMSO,U1-mut1-500-CHX_vs_DMSO-CHX,U1-mut1-500-CHX_vs_mut1-500,U1-mut1-500-EtOH_vs_DMSO,U1-mut1-500-CHX_vs_WT_EtOH,U1-mut1-500-CHX_vs_WT_CHX,U1-mut1-500-EtOH_vs_WT_EtOH
AC004923.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TCIRG1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
AP002992.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KMT5B,0,0,0,0,0,0,0,1,0,0,0,1,0,0
GAL,0,0,1,0,1,0,0,0,0,0,0,0,0,0
CPT1A,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IGHMBP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TPCN2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AP003071.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LTO1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FADD,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AP000867.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0
AP003498.1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
ZNF705E,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AP002495.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
IL18BP,0,0,0,0,0,0,0,0,1,0,1,0,1,1
ARAP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FCHSD2,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AP002761.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ARHGEF17,1,0,1,0,0,0,0,1,0,0,0,0,0,0
RELT,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DNAJB13,0,0,0,0,1,0,0,1,0,0,0,1,0,0
UCP3,0,0,0,0,0,0,0,1,0,0,0,1,0,0
C2CD3,1,0,1,0,1,0,0,0,0,0,0,1,0,0
P4HA3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AP001372.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
POLD3,0,0,1,0,1,0,0,0,0,1,0,0,0,0
RNF169,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ARRB1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
AP001972.5,1,0,1,0,1,0,0,1,1,1,0,1,0,0
RPS3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
UVRAG,1,0,1,0,0,0,0,0,0,1,0,0,0,0
WNT11,1,0,1,0,1,0,0,1,0,1,0,1,0,0
EMSY,1,0,1,0,1,0,0,0,0,1,0,0,0,0
AP003119.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RSF1.IT1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KCTD14,0,0,0,0,0,0,0,1,0,0,0,1,0,0
USP35,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AP002985.1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
TENM4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PRCP,1,0,1,0,1,0,0,0,0,0,0,0,0,0
RAB30,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PCF11,1,0,1,0,1,0,0,1,0,0,0,1,0,0
DLG2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CREBZF,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SYTL2,1,0,0,0,1,0,1,1,1,0,1,1,1,1
AP000974.1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
EED,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CCDC81,1,0,1,0,1,0,0,1,0,1,0,0,0,0
FZD4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FZD4.DT,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NOX4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NAALAD2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TUBAP2,0,0,0,0,0,0,0,1,0,1,0,1,0,0
CEP295,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AP001273.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TAF1D,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MED17,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PANX1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AP002784.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GPR83,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANKRD49,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FUT4,0,0,0,0,0,0,0,1,0,0,1,1,0,1
PIWIL4,1,1,1,0,1,1,0,1,1,1,1,1,1,1
AMOTL1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KDM4D,1,0,1,0,1,0,0,0,0,1,0,1,0,0
ENDOD1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SESN3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FAM76B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CEP126,1,0,1,0,1,0,0,0,0,1,0,1,0,0
BIRC3,1,0,1,0,1,0,0,1,0,0,0,1,0,0
TMEM123,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AP001830.1,1,1,0,0,1,0,0,1,1,0,1,1,1,1
MMP10,0,0,1,0,1,0,0,0,0,0,0,0,0,0
GUCY1A2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AP000766.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ELMOD1,1,0,0,0,1,0,0,1,0,0,1,1,0,0
POGLUT3,0,0,0,0,0,0,0,1,0,0,0,1,0,0
RDX,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ZC3H12C,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LINC02732,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ARHGAP20,0,0,1,0,1,0,0,0,0,1,0,1,0,0
C11orf1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NCAM1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AP002840.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ANKK1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
TMPRSS5,1,0,1,0,1,0,0,1,0,0,0,1,0,0
HTR3A,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AP002373.1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
CADM1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
BUD13,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SIK3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BACE1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FXYD6,0,0,1,0,1,0,0,0,0,0,0,0,0,0
TMPRSS13,1,0,1,0,1,0,0,0,0,0,0,1,0,0
IL10RA,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SCN4B,0,0,1,0,0,0,0,1,0,0,0,0,0,0
KMT2A,1,0,1,0,1,0,0,0,0,1,0,1,0,0
DDX6,1,0,1,0,1,0,0,0,0,0,0,0,0,0
AP004609.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCDC84.DT,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCDC84,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RPS25,1,0,1,0,1,0,0,0,0,0,0,0,0,0
HYOU1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
VPS11,0,0,1,0,0,0,0,1,0,1,0,0,0,0
C2CD2L,1,0,1,0,1,0,0,1,0,0,0,0,0,0
HINFP,1,0,1,0,1,0,0,1,0,0,0,1,0,0
RNF26,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NECTIN1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ARHGEF12,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GRIK4,1,0,1,0,1,0,0,1,0,0,0,1,0,0
TBCEL,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AP000646.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TECTA,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SORL1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
UBASH3B,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HSPA8,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SCN3B,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZNF202,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NRGN,0,0,1,0,1,0,0,0,0,0,0,0,0,0
MSANTD2,1,0,1,0,1,0,0,1,0,0,0,1,0,0
CCDC15.DT,1,0,1,0,1,0,0,1,0,0,1,1,0,0
CCDC15,1,0,1,0,1,0,0,0,0,1,0,0,0,0
SLC37A2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
EI24,0,0,1,0,1,0,0,0,0,0,0,0,0,0
STT3A,0,0,1,0,1,0,0,0,0,0,0,0,0,0
PUS3,1,0,1,0,1,0,0,1,0,0,0,1,0,0
CDON,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AP001318.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ETS1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
FLI1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KCNJ1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C11orf45,1,0,1,0,0,0,0,0,0,0,0,0,0,0
TP53AIP1,0,0,0,0,0,0,0,1,1,0,1,1,1,1
APLP2,1,0,1,0,1,0,0,1,0,0,0,1,0,0
ST14,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IGSF9B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GLB1L3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
WASH8P,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SLC6A13,0,0,0,0,0,0,0,1,0,0,1,0,0,0
NINJ2.AS1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
RAD52,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC004803.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LINC00942,0,0,1,0,1,0,0,0,0,0,0,0,0,0
DCP1B,1,0,1,0,1,0,0,1,0,0,0,1,0,0
ITFG2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC125807.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CCND2,1,0,0,0,0,0,0,1,0,0,0,1,0,0
TIGAR,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C12orf4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AKAP3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GALNT8,1,0,1,0,1,0,0,1,0,0,0,0,0,0
KCNA1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
ANO2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CD9,1,0,1,0,1,0,0,0,0,0,0,0,0,0
TNFRSF1A,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TAPBPL,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MRPL51,1,0,1,0,1,0,0,0,0,0,0,0,0,0
GAPDH,1,0,1,0,1,0,0,0,0,0,0,0,0,0
AC006064.4,1,0,1,0,1,0,0,0,0,0,0,1,0,0
IFFO1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NOP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ING4,0,0,0,0,0,0,0,1,1,0,1,1,1,1
ZNF384,0,0,0,0,0,0,0,1,0,0,0,1,0,0
PIANP,0,0,1,0,0,0,0,0,0,1,0,0,0,0
AC125494.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PTMS,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P3H3,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TPI1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
SPSB2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
C1R,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RBP5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC018653.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SLC2A14,0,0,1,0,1,0,0,0,0,0,0,0,0,0
SLC2A3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NECAP1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC006511.4,0,0,1,0,1,0,0,0,0,1,0,0,0,0
AC006511.6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CLEC4A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FAM66C,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FAM86FP,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AC092745.4,1,0,1,0,1,0,0,0,0,0,0,1,0,0
LINC00937,1,0,1,0,1,0,0,0,0,1,0,1,0,0
PHC1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KLRG1,0,0,0,0,0,0,0,1,1,0,1,1,1,1
AC009533.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DDX12P,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC092821.4,1,0,1,0,1,0,0,0,0,0,0,1,0,0
AC092821.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC010186.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC010186.3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CLEC2D,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GABARAPL1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC022075.1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
EIF2S3B,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KLRA1P,1,0,1,0,1,0,0,0,0,0,0,1,0,0
YBX3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PRH1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PRR4,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AC018630.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TAS2R13,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PRH2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
TAS2R14,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LINC01252,1,0,1,0,0,0,0,0,0,0,0,0,0,0
BORCS5,1,0,1,0,1,0,0,1,0,0,0,1,0,0
DUSP16,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CREBL2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
GPR19,1,0,1,0,1,0,0,0,0,1,0,0,0,0
CDKN1B,0,0,0,0,0,0,0,1,0,0,0,0,0,0
APOLD1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RPL13AP20,0,0,0,0,0,0,0,1,1,0,1,1,0,1
HTR7P1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
EMP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GRIN2B,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AC010168.2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
H4.16,0,0,1,0,1,0,0,0,0,0,0,0,0,0
C12orf60,1,0,1,0,1,0,0,0,0,0,0,0,0,0
PTPRO,0,0,0,0,0,0,0,1,0,0,0,0,0,0
STRAP,0,0,1,0,1,0,0,0,0,0,0,0,0,0
MGST1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PLEKHA5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AEBP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC010197.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
LDHB,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ETNK1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
BCAT1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
CASC1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
RASSF8.AS1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SSPN,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ITPR2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC092747.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ARNTL2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC022079.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AC009318.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AC009318.1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
CAPRIN2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TSPAN11,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DDX11,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DENND5B.AS1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC084824.6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC084824.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
YARS2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC087588.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ALG10B,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ABCD2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
LRRK2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
MUC19,0,0,0,0,0,0,0,1,1,0,1,1,0,1
CNTN1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GXYLT1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ZCRB1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
ADAMTS20,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TMEM117,1,0,0,0,0,0,0,1,0,0,0,1,0,0
NELL2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DBX2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SLC38A1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SLC38A2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC008014.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SLC38A4,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AMIGO2,1,0,1,0,1,0,0,1,0,0,0,0,0,0
SLC48A1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
AC121338.2,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ZNF641,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KANSL2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CCNT1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ADCY6,1,0,1,0,1,0,0,0,0,1,0,0,0,0
RND1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CCDC65,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FKBP11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ARF3,1,0,1,0,1,0,0,1,0,0,0,1,0,0
TUBA1B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC011603.3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TUBA1A,1,0,1,0,1,0,0,0,0,0,0,1,0,0
TUBA1C,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC125611.3,1,0,1,0,1,0,0,0,0,1,0,1,0,0
PRPF40B,1,0,1,0,1,0,0,0,0,1,0,1,0,0
AC020612.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
BCDIN3D.AS1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BCDIN3D,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ASIC1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
DIP2B,0,0,0,0,0,0,0,1,0,0,0,0,0,0
METTL7A,1,0,1,0,1,0,0,1,0,0,0,0,0,0
LETMD1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
DAZAP2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SCN8A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GRASP,0,0,0,0,0,0,0,1,0,0,0,1,0,0
NR4A1,0,0,0,0,0,0,0,1,1,0,1,1,1,0
ATG101,1,0,0,0,0,0,0,1,0,0,0,1,0,0
OR7E47P,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KRT18,0,0,1,0,1,0,0,0,0,0,0,0,0,0
TNS2,1,0,1,0,1,0,0,1,0,0,0,1,0,0
IGFBP6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSAD,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ZNF740,1,0,1,0,1,0,0,0,0,0,0,0,0,0
PRR13,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AC023509.1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
PCBP2.OT1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
MAP3K12,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AC023509.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ATP5MC2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HOXC13.AS,1,0,1,0,1,0,0,1,0,1,0,0,0,0
HOXC6,1,0,1,0,1,0,0,1,0,0,0,1,0,0
HOXC9,1,0,0,0,0,0,0,1,0,0,0,0,0,0
HOXC8,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HOXC4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC012531.1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
AC023794.5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CBX5,1,0,1,0,0,0,0,1,0,0,0,1,0,0
HNRNPA1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
CD63,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AC009779.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GDF11,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC023055.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MMP19,0,0,0,0,0,0,0,1,1,0,1,1,0,1
RAB5B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RPS26,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RPL41,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ESYT1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZC3H10,1,0,1,0,1,0,0,0,0,1,0,0,0,0
AC073896.4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC073896.1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
IL23A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
STAT2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MIP,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AC097104.1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
ATP5F1B,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NACA,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AC117378.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HSD17B6,0,0,0,0,0,0,0,1,0,0,0,1,0,0
MYO1A,1,0,1,0,0,0,0,1,0,0,0,1,0,0
NAB2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LRP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NXPH4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
INHBE,1,0,1,0,1,0,0,1,0,0,0,0,0,0
B4GALNT1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
AGAP2,0,0,0,0,0,0,0,1,0,1,0,1,0,0
AGAP2.AS1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
MARCHF9,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CYP27B1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
METTL1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC025165.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AVIL,0,0,0,0,0,0,0,1,1,0,1,0,0,0
AC025165.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LRIG3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SLC16A7,1,0,1,0,0,0,0,1,0,0,0,1,0,0
TAFA2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
USP15,1,0,1,0,0,0,0,1,0,0,0,0,0,0
PPM1H,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RPL14P1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
C12orf66,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TBC1D30,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026124.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HMGA2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TMBIM4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HELB,1,0,0,0,1,0,0,1,0,1,0,1,0,0
MDM1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CPM,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BEST3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AC078860.2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
THAP2,1,0,1,0,1,0,0,0,0,1,0,1,0,0
TMEM19,1,0,1,0,1,0,0,1,0,1,0,0,0,0
TRHDE,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TRHDE.AS1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ATXN7L3B,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC025257.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AC121761.1,0,0,0,0,0,0,0,1,1,0,1,0,1,1
NAP1L1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BBS10,0,0,1,0,1,0,0,0,0,1,0,0,0,0
OSBPL8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ZDHHC17,1,0,1,0,1,0,0,0,0,1,0,0,0,0
AC124784.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NAV3,0,0,0,0,0,0,0,1,1,0,0,1,1,0
METTL25,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RASSF9,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CEP290,1,0,1,0,1,0,0,0,1,0,0,0,0,0
TMTC3,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DUSP6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
POC1B.GALNT4,1,0,1,0,1,0,0,1,0,0,0,1,0,0
POC1B.AS1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AC025034.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ATP2B1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
BTG1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
EEA1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NUDT4,1,0,1,0,1,0,0,1,0,0,0,1,0,0
SOCS2.AS1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
SOCS2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC012085.1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
AC073655.2,1,0,1,0,1,0,0,1,0,0,0,1,0,0
CEP83.DT,0,0,1,0,1,0,0,0,0,1,0,1,0,0
NDUFA12,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NR2C1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AMDHD1,1,0,1,0,1,0,0,0,0,1,0,1,0,0
HAL,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LTA4H,1,0,1,0,1,0,0,1,0,0,0,1,0,0
ELK3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CFAP54,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TMPO.AS1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SLC25A3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
APAF1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ANKS1B,0,0,1,0,0,0,0,0,0,0,0,0,0,0
